label,county,state_abbr,state_name,fips,ers_region
"Union County, NC",Union County,NC,North Carolina,37179,Southern Seaboard
"Union County, NJ",Union County,NJ,New Jersey,34039,Northern Crescent
"Union County, NM",Union County,NM,New Mexico,35059,Prairie Gateway
"Union County, OH",Union County,OH,Ohio,39159,Heartland
"Union County, OR",Union County,OR,Oregon,41061,Fruitful Rim
"Union County, PA",Union County,PA,Pennsylvania,42119,Northern Crescent
"Union County, SC",Union County,SC,South Carolina,45087,Southern Seaboard
"Union County, SD",Union County,SD,South Dakota,46127,Heartland
"Union County, TN",Union County,TN,Tennessee,47173,Eastern Uplands
"Union Parish, LA",Union Parish,LA,Louisiana,22111,Southern Seaboard
"Upshur County, TX",Upshur County,TX,Texas,48459,Southern Seaboard
"Upshur County, WV",Upshur County,WV,West Virginia,54097,Eastern Uplands
"Upson County, GA",Upson County,GA,Georgia,13293,Southern Seaboard
"Upton County, TX",Upton County,TX,Texas,48461,Prairie Gateway
"Utah County, UT",Utah County,UT,Utah,49049,Basin and Range
"Uvalde County, TX",Uvalde County,TX,Texas,48463,Prairie Gateway
"Val Verde County, TX",Val Verde County,TX,Texas,48465,Prairie Gateway
"Valencia County, NM",Valencia County,NM,New Mexico,35061,Basin and Range
"Valley County, ID",Valley County,ID,Idaho,16085,Fruitful Rim
"Valley County, MT",Valley County,MT,Montana,30105,Northern Great Plains
"Valley County, NE",Valley County,NE,Nebraska,31175,Prairie Gateway
"Van Buren County, AR",Van Buren County,AR,Arkansas,5141,Eastern Uplands
"Van Buren County, IA",Van Buren County,IA,Iowa,19177,Heartland
"Van Buren County, MI",Van Buren County,MI,Michigan,26159,Northern Crescent
"Van Buren County, TN",Van Buren County,TN,Tennessee,47175,Eastern Uplands
"Van Wert County, OH",Van Wert County,OH,Ohio,39161,Heartland
"Van Zandt County, TX",Van Zandt County,TX,Texas,48467,Southern Seaboard
"Vance County, NC",Vance County,NC,North Carolina,37181,Southern Seaboard
"Vanderburgh County, IN",Vanderburgh County,IN,Indiana,18163,Heartland
"Venango County, PA",Venango County,PA,Pennsylvania,42121,Northern Crescent
"Ventura County, CA",Ventura County,CA,California,6111,Fruitful Rim
"Vermilion County, IL",Vermilion County,IL,Illinois,17183,Heartland
"Vermilion Parish, LA",Vermilion Parish,LA,Louisiana,22113,Mississippi Portal
"Vermillion County, IN",Vermillion County,IN,Indiana,18165,Heartland
"Vernon County, MO",Vernon County,MO,Missouri,29217,Heartland
"Vernon County, WI",Vernon County,WI,Wisconsin,55123,Northern Crescent
"Vernon Parish, LA",Vernon Parish,LA,Louisiana,22115,Southern Seaboard
"Victoria County, TX",Victoria County,TX,Texas,48469,Fruitful Rim
"Vigo County, IN",Vigo County,IN,Indiana,18167,Heartland
"Vilas County, WI",Vilas County,WI,Wisconsin,55125,Northern Crescent
"Vinton County, OH",Vinton County,OH,Ohio,39163,Eastern Uplands
"Virginia Beach City, VA",Virginia Beach City,VA,Virginia,51810,Southern Seaboard
"Volusia County, FL",Volusia County,FL,Florida,12127,Fruitful Rim
"Wabash County, IL",Wabash County,IL,Illinois,17185,Heartland
"Wabash County, IN",Wabash County,IN,Indiana,18169,Heartland
"Wabasha County, MN",Wabasha County,MN,Minnesota,27157,Heartland
"Wabaunsee County, KS",Wabaunsee County,KS,Kansas,20197,Prairie Gateway
"Wadena County, MN",Wadena County,MN,Minnesota,27159,Northern Crescent
"Wagoner County, OK",Wagoner County,OK,Oklahoma,40145,Eastern Uplands
"Wahkiakum County, WA",Wahkiakum County,WA,Washington,53069,Fruitful Rim
"Wake County, NC",Wake County,NC,North Carolina,37183,Southern Seaboard
"Wakulla County, FL",Wakulla County,FL,Florida,12129,Fruitful Rim
"Waldo County, ME",Waldo County,ME,Maine,23027,Northern Crescent
"Walker County, AL",Walker County,AL,Alabama,1127,Eastern Uplands
"Walker County, GA",Walker County,GA,Georgia,13295,Eastern Uplands
"Walker County, TX",Walker County,TX,Texas,48471,Southern Seaboard
"Walla Walla County, WA",Walla Walla County,WA,Washington,53071,Basin and Range
"Wallace County, KS",Wallace County,KS,Kansas,20199,Prairie Gateway
"Waller County, TX",Waller County,TX,Texas,48473,Southern Seaboard
"Wallowa County, OR",Wallowa County,OR,Oregon,41063,Fruitful Rim
"Walsh County, ND",Walsh County,ND,North Dakota,38099,Northern Great Plains
"Walthall County, MS",Walthall County,MS,Mississippi,28147,Southern Seaboard
"Walton County, FL",Walton County,FL,Florida,12131,Fruitful Rim
"Walton County, GA",Walton County,GA,Georgia,13297,Southern Seaboard
"Walworth County, SD",Walworth County,SD,South Dakota,46129,Northern Great Plains
"Walworth County, WI",Walworth County,WI,Wisconsin,55127,Northern Crescent
"Wapello County, IA",Wapello County,IA,Iowa,19179,Heartland
"Ward County, ND",Ward County,ND,North Dakota,38101,Northern Great Plains
"Ward County, TX",Ward County,TX,Texas,48475,Fruitful Rim
"Ware County, GA",Ware County,GA,Georgia,13299,Fruitful Rim
"Warren County, GA",Warren County,GA,Georgia,13301,Southern Seaboard
"Warren County, IA",Warren County,IA,Iowa,19181,Heartland
"Warren County, IL",Warren County,IL,Illinois,17187,Heartland
"Warren County, IN",Warren County,IN,Indiana,18171,Heartland
"Warren County, KY",Warren County,KY,Kentucky,21227,Eastern Uplands
"Warren County, MO",Warren County,MO,Missouri,29219,Heartland
"Warren County, MS",Warren County,MS,Mississippi,28149,Mississippi Portal
"Warren County, NC",Warren County,NC,North Carolina,37185,Southern Seaboard
"Warren County, NJ",Warren County,NJ,New Jersey,34041,Northern Crescent
"Warren County, NY",Warren County,NY,New York,36113,Northern Crescent
"Warren County, OH",Warren County,OH,Ohio,39165,Heartland
"Warren County, PA",Warren County,PA,Pennsylvania,42123,Northern Crescent
"Warren County, TN",Warren County,TN,Tennessee,47177,Eastern Uplands
"Warren County, VA",Warren County,VA,Virginia,51187,Southern Seaboard
"Warrick County, IN",Warrick County,IN,Indiana,18173,Heartland
"Wasatch County, UT",Wasatch County,UT,Utah,49051,Basin and Range
"Wasco County, OR",Wasco County,OR,Oregon,41065,Basin and Range
"Waseca County, MN",Waseca County,MN,Minnesota,27161,Heartland
"Washakie County, WY",Washakie County,WY,Wyoming,56043,Basin and Range
"Washburn County, WI",Washburn County,WI,Wisconsin,55129,Northern Crescent
"Washington County, AL",Washington County,AL,Alabama,1129,Southern Seaboard
"Washington County, AR",Washington County,AR,Arkansas,5143,Eastern Uplands
"Washington County, CO",Washington County,CO,Colorado,8121,Prairie Gateway
"Washington County, FL",Washington County,FL,Florida,12133,Fruitful Rim
"Washington County, GA",Washington County,GA,Georgia,13303,Southern Seaboard
"Washington County, IA",Washington County,IA,Iowa,19183,Heartland
"Washington County, ID",Washington County,ID,Idaho,16087,Fruitful Rim
"Washington County, IL",Washington County,IL,Illinois,17189,Heartland
"Washington County, IN",Washington County,IN,Indiana,18175,Heartland
"Washington County, KS",Washington County,KS,Kansas,20201,Prairie Gateway
"Washington County, KY",Washington County,KY,Kentucky,21229,Eastern Uplands
"Washington County, MD",Washington County,MD,Maryland,24043,Northern Crescent
"Washington County, ME",Washington County,ME,Maine,23029,Northern Crescent
"Washington County, MN",Washington County,MN,Minnesota,27163,Northern Crescent
"Washington County, MO",Washington County,MO,Missouri,29221,Heartland
"Washington County, MS",Washington County,MS,Mississippi,28151,Mississippi Portal
"Washington County, NC",Washington County,NC,North Carolina,37187,Southern Seaboard
"Washington County, NE",Washington County,NE,Nebraska,31177,Heartland
"Washington County, NY",Washington County,NY,New York,36115,Northern Crescent
"Washington County, OH",Washington County,OH,Ohio,39167,Eastern Uplands
"Washington County, OK",Washington County,OK,Oklahoma,40147,Eastern Uplands
"Washington County, OR",Washington County,OR,Oregon,41067,Fruitful Rim
"Washington County, PA",Washington County,PA,Pennsylvania,42125,Eastern Uplands
"Washington County, RI",Washington County,RI,Rhode Island,44009,Northern Crescent
"Washington County, TN",Washington County,TN,Tennessee,47179,Eastern Uplands
"Washington County, TX",Washington County,TX,Texas,48477,Prairie Gateway
"Washington County, UT",Washington County,UT,Utah,49053,Basin and Range
"Washington County, VA",Washington County,VA,Virginia,51191,Eastern Uplands
"Washington County, VT",Washington County,VT,Vermont,50023,Northern Crescent
"Washington County, WI",Washington County,WI,Wisconsin,55131,Northern Crescent
"Washington Parish, LA",Washington Parish,LA,Louisiana,22117,Mississippi Portal
"Washita County, OK",Washita County,OK,Oklahoma,40149,Prairie Gateway
"Washoe County, NV",Washoe County,NV,Nevada,32031,Basin and Range
"Washtenaw County, MI",Washtenaw County,MI,Michigan,26161,Northern Crescent
"Watauga County, NC",Watauga County,NC,North Carolina,37189,Southern Seaboard
"Watonwan County, MN",Watonwan County,MN,Minnesota,27165,Heartland
"Waukesha County, WI",Waukesha County,WI,Wisconsin,55133,Northern Crescent
"Waupaca County, WI",Waupaca County,WI,Wisconsin,55135,Northern Crescent
"Waushara County, WI",Waushara County,WI,Wisconsin,55137,Northern Crescent
"Wayne County, GA",Wayne County,GA,Georgia,13305,Fruitful Rim
"Wayne County, IA",Wayne County,IA,Iowa,19185,Heartland
"Wayne County, IL",Wayne County,IL,Illinois,17191,Heartland
"Wayne County, IN",Wayne County,IN,Indiana,18177,Heartland
"Wayne County, KY",Wayne County,KY,Kentucky,21231,Eastern Uplands
"Wayne County, MI",Wayne County,MI,Michigan,26163,Northern Crescent
"Wayne County, MO",Wayne County,MO,Missouri,29223,Eastern Uplands
"Wayne County, MS",Wayne County,MS,Mississippi,28153,Southern Seaboard
"Wayne County, NC",Wayne County,NC,North Carolina,37191,Southern Seaboard
"Wayne County, NE",Wayne County,NE,Nebraska,31179,Heartland
"Wayne County, NY",Wayne County,NY,New York,36117,Northern Crescent
"Wayne County, OH",Wayne County,OH,Ohio,39169,Northern Crescent
"Wayne County, PA",Wayne County,PA,Pennsylvania,42127,Northern Crescent
"Wayne County, TN",Wayne County,TN,Tennessee,47181,Mississippi Portal
"Wayne County, UT",Wayne County,UT,Utah,49055,Basin and Range
"Wayne County, WV",Wayne County,WV,West Virginia,54099,Eastern Uplands
"Waynesboro City, VA",Waynesboro City,VA,Virginia,51820,Eastern Uplands
"Weakley County, TN",Weakley County,TN,Tennessee,47183,Mississippi Portal
"Webb County, TX",Webb County,TX,Texas,48479,Fruitful Rim
"Weber County, UT",Weber County,UT,Utah,49057,Basin and Range
"Webster County, GA",Webster County,GA,Georgia,13307,Southern Seaboard
"Webster County, IA",Webster County,IA,Iowa,19187,Heartland
"Webster County, KY",Webster County,KY,Kentucky,21233,Heartland
"Webster County, MO",Webster County,MO,Missouri,29225,Eastern Uplands
"Webster County, MS",Webster County,MS,Mississippi,28155,Mississippi Portal
"Webster County, NE",Webster County,NE,Nebraska,31181,Prairie Gateway
"Webster County, WV",Webster County,WV,West Virginia,54101,Eastern Uplands
"Webster Parish, LA",Webster Parish,LA,Louisiana,22119,Southern Seaboard
"Weld County, CO",Weld County,CO,Colorado,8123,Northern Great Plains
"Wells County, IN",Wells County,IN,Indiana,18179,Heartland
"Wells County, ND",Wells County,ND,North Dakota,38103,Northern Great Plains
"West Baton Rouge Parish, LA",West Baton Rouge Parish,LA,Louisiana,22121,Mississippi Portal
"West Carroll Parish, LA",West Carroll Parish,LA,Louisiana,22123,Mississippi Portal
"West Feliciana Parish, LA",West Feliciana Parish,LA,Louisiana,22125,Mississippi Portal
"Westchester County, NY",Westchester County,NY,New York,36119,Northern Crescent
"Western Connecticut Planning Region, CT",Western Connecticut Planning Region,CT,Connecticut,9190,
"Westmoreland County, PA",Westmoreland County,PA,Pennsylvania,42129,Eastern Uplands
"Westmoreland County, VA",Westmoreland County,VA,Virginia,51193,Southern Seaboard
"Weston County, WY",Weston County,WY,Wyoming,56045,Northern Great Plains
"Wetzel County, WV",Wetzel County,WV,West Virginia,54103,Eastern Uplands
"Wexford County, MI",Wexford County,MI,Michigan,26165,Northern Crescent
"Wharton County, TX",Wharton County,TX,Texas,48481,Fruitful Rim
"Whatcom County, WA",Whatcom County,WA,Washington,53073,Fruitful Rim
"Wheatland County, MT",Wheatland County,MT,Montana,30107,Basin and Range
"Wheeler County, GA",Wheeler County,GA,Georgia,13309,Southern Seaboard
"Wheeler County, NE",Wheeler County,NE,Nebraska,31183,Northern Great Plains
"Wheeler County, OR",Wheeler County,OR,Oregon,41069,Basin and Range
"Wheeler County, TX",Wheeler County,TX,Texas,48483,Prairie Gateway
"White County, AR",White County,AR,Arkansas,5145,Mississippi Portal
"White County, GA",White County,GA,Georgia,13311,Southern Seaboard
"White County, IL",White County,IL,Illinois,17193,Heartland
"White County, IN",White County,IN,Indiana,18181,Heartland
"White County, TN",White County,TN,Tennessee,47185,Eastern Uplands
"White Pine County, NV",White Pine County,NV,Nevada,32033,Basin and Range
"Whiteside County, IL",Whiteside County,IL,Illinois,17195,Heartland
"Whitfield County, GA",Whitfield County,GA,Georgia,13313,Eastern Uplands
"Whitley County, IN",Whitley County,IN,Indiana,18183,Heartland
"Whitley County, KY",Whitley County,KY,Kentucky,21235,Eastern Uplands
"Whitman County, WA",Whitman County,WA,Washington,53075,Basin and Range
"Wibaux County, MT",Wibaux County,MT,Montana,30109,Northern Great Plains
"Wichita County, KS",Wichita County,KS,Kansas,20203,Prairie Gateway
"Wichita County, TX",Wichita County,TX,Texas,48485,Prairie Gateway
"Wicomico County, MD",Wicomico County,MD,Maryland,24045,Southern Seaboard
"Wilbarger County, TX",Wilbarger County,TX,Texas,48487,Prairie Gateway
"Wilcox County, AL",Wilcox County,AL,Alabama,1131,Southern Seaboard
"Wilcox County, GA",Wilcox County,GA,Georgia,13315,Southern Seaboard
"Wilkes County, GA",Wilkes County,GA,Georgia,13317,Southern Seaboard
"Wilkes County, NC",Wilkes County,NC,North Carolina,37193,Southern Seaboard
"Wilkin County, MN",Wilkin County,MN,Minnesota,27167,Heartland
"Wilkinson County, GA",Wilkinson County,GA,Georgia,13319,Southern Seaboard
"Wilkinson County, MS",Wilkinson County,MS,Mississippi,28157,Mississippi Portal
"Will County, IL",Will County,IL,Illinois,17197,Heartland
"Willacy County, TX",Willacy County,TX,Texas,48489,Fruitful Rim
"Williams County, ND",Williams County,ND,North Dakota,38105,Northern Great Plains
"Williams County, OH",Williams County,OH,Ohio,39171,Heartland
"Williamsburg City, VA",Williamsburg City,VA,Virginia,51830,Southern Seaboard
"Williamsburg County, SC",Williamsburg County,SC,South Carolina,45089,Southern Seaboard
"Williamson County, IL",Williamson County,IL,Illinois,17199,Heartland
"Williamson County, TN",Williamson County,TN,Tennessee,47187,Eastern Uplands
"Williamson County, TX",Williamson County,TX,Texas,48491,Prairie Gateway
"Wilson County, KS",Wilson County,KS,Kansas,20205,Prairie Gateway
"Wilson County, NC",Wilson County,NC,North Carolina,37195,Southern Seaboard
"Wilson County, TN",Wilson County,TN,Tennessee,47189,Eastern Uplands
"Wilson County, TX",Wilson County,TX,Texas,48493,Prairie Gateway
"Winchester City, VA",Winchester City,VA,Virginia,51840,Southern Seaboard
"Windham County, VT",Windham County,VT,Vermont,50025,Northern Crescent
"Windsor County, VT",Windsor County,VT,Vermont,50027,Northern Crescent
"Winkler County, TX",Winkler County,TX,Texas,48495,Fruitful Rim
"Winn Parish, LA",Winn Parish,LA,Louisiana,22127,Southern Seaboard
"Winnebago County, IA",Winnebago County,IA,Iowa,19189,Heartland
"Winnebago County, IL",Winnebago County,IL,Illinois,17201,Heartland
"Winnebago County, WI",Winnebago County,WI,Wisconsin,55139,Northern Crescent
"Winneshiek County, IA",Winneshiek County,IA,Iowa,19191,Heartland
"Winona County, MN",Winona County,MN,Minnesota,27169,Heartland
"Winston County, AL",Winston County,AL,Alabama,1133,Eastern Uplands
"Winston County, MS",Winston County,MS,Mississippi,28159,Mississippi Portal
"Wirt County, WV",Wirt County,WV,West Virginia,54105,Eastern Uplands
"Wise County, TX",Wise County,TX,Texas,48497,Prairie Gateway
"Wise County, VA",Wise County,VA,Virginia,51195,Eastern Uplands
"Wolfe County, KY",Wolfe County,KY,Kentucky,21237,Eastern Uplands
"Wood County, OH",Wood County,OH,Ohio,39173,Heartland
"Wood County, TX",Wood County,TX,Texas,48499,Southern Seaboard
"Wood County, WI",Wood County,WI,Wisconsin,55141,Northern Crescent
"Wood County, WV",Wood County,WV,West Virginia,54107,Eastern Uplands
"Woodbury County, IA",Woodbury County,IA,Iowa,19193,Heartland
"Woodford County, IL",Woodford County,IL,Illinois,17203,Heartland
"Woodford County, KY",Woodford County,KY,Kentucky,21239,Eastern Uplands
"Woodruff County, AR",Woodruff County,AR,Arkansas,5147,Mississippi Portal
"Woods County, OK",Woods County,OK,Oklahoma,40151,Prairie Gateway
"Woodson County, KS",Woodson County,KS,Kansas,20207,Prairie Gateway
"Woodward County, OK",Woodward County,OK,Oklahoma,40153,Prairie Gateway
"Worcester County, MA",Worcester County,MA,Massachusetts,25027,Northern Crescent
"Worcester County, MD",Worcester County,MD,Maryland,24047,Southern Seaboard
